"","gene_id","log2foldchange","log2CPM","pvalue","FDR","change","logP"
"SHROOM4","SHROOM4",-1.99062227924048,3.16094677506677,3.36622891462954e-06,1.79217154958138e-05,"not",5.47285635390386
"TRMT11","TRMT11",1.14408168225425,4.74047742050824,3.37201891222741e-06,1.79470038033572e-05,"not",5.47210999826646
"RPLP2","RPLP2",1.54333223226858,10.8978266274737,3.38647122517439e-06,1.8018366016153e-05,"not",5.47025261023954
"FANCM","FANCM",1.04878973623203,3.1030951801456,3.39932148299771e-06,1.80811628203223e-05,"not",5.46860776107458
"LRRC75B","LRRC75B",-1.3784025674435,3.14042517032526,3.41406534721884e-06,1.81539900050111e-05,"not",5.4667281704899
"PRTFDC1","PRTFDC1",2.12596400531293,4.83675646467976,3.42513485011331e-06,1.82072402460583e-05,"up",5.46532232533733
"CSNK1A1","CSNK1A1",1.45514487925555,6.61523783341255,3.42960842810222e-06,1.8225406044627e-05,"not",5.46475546223775
"ATP2A3","ATP2A3",-2.12018301213556,3.90834625382356,3.4377368521144e-06,1.82629770268578e-05,"down",5.46372737024599
"TUBA1A","TUBA1A",2.3295748002501,9.35566946119087,3.44693521815728e-06,1.8306207198924e-05,"up",5.46256687866377
"EXOSC6","EXOSC6",1.03789191231672,6.11533646125186,3.45620194096723e-06,1.83497736896583e-05,"not",5.46140089024247
"CRISPLD2","CRISPLD2",-2.10153828844634,4.30156741274661,3.46811641669295e-06,1.84073665856773e-05,"down",5.45990633268407
"SLC12A7","SLC12A7",-1.31250568901132,5.11231945256971,3.47535589604877e-06,1.84401186919808e-05,"not",5.45900071459164
"CCDC34","CCDC34",2.99574433510747,6.20534577844117,3.48223698641919e-06,1.8470949646684e-05,"up",5.45814167595509
"PEX13","PEX13",0.910472886278493,5.37350797444586,3.48822561353135e-06,1.84970291830005e-05,"not",5.45739543327417
"BSPRY","BSPRY",-3.49642761368179,1.66317367431079,3.48931828181498e-06,1.84971388487611e-05,"down",5.45725941411984
"CYP4A22","CYP4A22",-5.25656235334899,0.227655553424207,3.50956334846757e-06,1.85987455705798e-05,"down",5.45474691406054
"ERBB3","ERBB3",-2.56938091865865,4.1084451350279,3.51882757202728e-06,1.86421153685387e-05,"down",5.45360201374218
"LHX2","LHX2",6.95669300923644,3.67577018792334,3.54534468580859e-06,1.87768331963251e-05,"up",5.45034153541248
"RPP30","RPP30",0.90791254794628,5.26900561772307,3.56176474867307e-06,1.88580088181509e-05,"not",5.44833476868163
"NUP214","NUP214",-0.829450433682785,6.45723859938299,3.57947234467439e-06,1.89459494807842e-05,"not",5.44618098863145
"APOM","APOM",-1.52506886409457,1.70949933107317,3.58230958049541e-06,1.89551523494169e-05,"not",5.4458368854632
"HNRNPA2B1","HNRNPA2B1",1.04765791881876,9.91721086645953,3.61447241616507e-06,1.91194731885126e-05,"not",5.44195508522134
"NUP37","NUP37",1.15687840219916,4.6524110578921,3.63011972952613e-06,1.91963579322627e-05,"not",5.44007905071733
"ACADSB","ACADSB",-0.965513909051327,4.60929984488235,3.66182181297303e-06,1.9358068438373e-05,"not",5.43630279261907
"PSMD2","PSMD2",1.19205295420212,7.52644433613289,3.6680096913525e-06,1.93848414163208e-05,"not",5.43556952553873
"SLC19A3","SLC19A3",-3.324659402073,0.890102871848496,3.67628522674202e-06,1.94226275527965e-05,"down",5.43459080098705
"RSPO2","RSPO2",9.94492980134583,4.4471434364574,3.68917124671913e-06,1.9484741310725e-05,"up",5.43307118489816
"NOA1","NOA1",1.04224694067156,5.61117196501594,3.70710923341973e-06,1.95734913778022e-05,"not",5.43096461689126
"SLC17A4","SLC17A4",-4.48664458180432,-1.85902018622876,3.72111348844898e-06,1.96414234454534e-05,"down",5.42932708443814
"ALG8","ALG8",1.22340464473037,6.04353785129609,3.73605894268218e-06,1.97142804452541e-05,"not",5.42758628065402
"SNX18","SNX18",-0.830739633171954,4.74069254650487,3.75433353879258e-06,1.98046546046671e-05,"not",5.42546714683922
"TIMM50","TIMM50",1.31402989234209,6.74174343378314,3.77984441045988e-06,1.99331342611507e-05,"not",5.42252607663617
"HBEGF","HBEGF",-1.58534495931827,3.55167812723007,3.78709305108532e-06,1.99652583551718e-05,"not",5.42169402387933
"MDM2","MDM2",1.19427956144581,6.74962629244366,3.80625820758827e-06,2.0060166576645e-05,"not",5.41950175353531
"SEC16B","SEC16B",-2.61963675249838,-2.7409370308702,3.81791946893522e-06,2.0115481049306e-05,"down",5.41817323638392
"LRRC36","LRRC36",-2.24521168316213,-1.27389347936215,3.82065327847411e-06,2.01237400244416e-05,"down",5.417862372434
"ACADL","ACADL",-4.34793455257613,1.53573773048095,3.8625526292026e-06,2.03382195962438e-05,"down",5.41312559004826
"PRKCG","PRKCG",6.64438593061403,3.52344371373473,3.8834796056112e-06,2.04421722375904e-05,"up",5.41077897123399
"CALY","CALY",7.07386270331571,5.37214683399549,3.90197056784706e-06,2.05332424971641e-05,"up",5.40871601076667
"ACRV1","ACRV1",2.4208633073047,0.00168266946494243,3.90579434743209e-06,2.05470980076039e-05,"up",5.40829062744005
"KIAA0586","KIAA0586",1.18917764884511,4.73053409285424,3.90734399328847e-06,2.05489852496777e-05,"not",5.40811835283699
"MTHFD1L","MTHFD1L",1.83509519547892,5.45705303381764,3.91328927311426e-06,2.05739812332683e-05,"not",5.40745804755706
"ACOT9","ACOT9",0.906334566409657,4.97864145798577,3.91945383417429e-06,2.0600114501577e-05,"not",5.40677444658412
"SLC35G1","SLC35G1",1.69013252134411,4.01214631739071,3.92787441238641e-06,2.06380855620364e-05,"not",5.40584240654688
"ARPC1A","ARPC1A",0.844873053246098,6.89321835317478,3.93478742075641e-06,2.06681147473826e-05,"not",5.40507872569025
"BCL2L12","BCL2L12",1.81599491283884,5.00955445021804,3.93804447724535e-06,2.06789280142631e-05,"not",5.40471938314124
"CDC42","CDC42",0.858545665228373,8.09582211750271,3.94252903154535e-06,2.06961784117174e-05,"not",5.40422509997914
"DNAJC2","DNAJC2",1.54045343620174,5.92923128255202,3.97439998400987e-06,2.08571386022172e-05,"not",5.40072842758682
"VWA3A","VWA3A",-2.08659237927205,-1.78850481741672,3.97938999745715e-06,2.08769761040204e-05,"down",5.40018349602736
"HSD17B8","HSD17B8",-2.07012378026135,2.68269600854182,4.03856438797996e-06,2.11809813114268e-05,"down",5.39377298864709
"MYRIP","MYRIP",-2.86841825121854,-0.301249503532726,4.04252520609527e-06,2.11953121942188e-05,"down",5.3933472634849
"BMPR1A","BMPR1A",1.1020073979568,6.34331868964972,4.06278017138149e-06,2.12950400538237e-05,"not",5.3911766758126
"MGST1","MGST1",-3.26700915218724,3.51085209858141,4.07215465934754e-06,2.13376946999823e-05,"down",5.39017573596951
"SLC47A1","SLC47A1",-2.09189341872084,3.44282556249821,4.11132716205751e-06,2.15364147484221e-05,"down",5.38601796252326
"C13orf42","C13orf42",-4.17878763281184,-2.55332564035995,4.11605467621044e-06,2.15546353377879e-05,"down",5.38551886485743
"QRSL1","QRSL1",0.875472994674401,4.76354405121041,4.13137142542287e-06,2.16282809301188e-05,"not",5.38390575860359
"NUP133","NUP133",0.821423978384448,5.78408645251986,4.13623005225787e-06,2.16471487872944e-05,"not",5.38339531429331
"PBX2","PBX2",0.969770936528095,6.37535727164885,4.19077412908872e-06,2.19259574279642e-05,"not",5.37770574578363
"H4C8","H4C8",3.34152752714479,2.67083227050357,4.19516138221942e-06,2.19422581540455e-05,"up",5.37725132778897
"BBOF1","BBOF1",-1.17737476879838,2.77343007535765,4.19868032247531e-06,2.19540087770641e-05,"not",5.37688719025134
"KNOP1","KNOP1",1.65996263969008,5.21780004664682,4.20517323127338e-06,2.1981297820546e-05,"not",5.37621610882291
"ZFP36L2","ZFP36L2",-1.25364291156175,7.35986815688811,4.21749738924796e-06,2.20390422324269e-05,"not",5.37494517757951
"RPS6KA2","RPS6KA2",-2.2954712247362,4.23413793878607,4.23572613228207e-06,2.21225384909042e-05,"down",5.37307212766835
"ZNF678","ZNF678",1.28983523376564,4.46005202080958,4.23603982462751e-06,2.21225384909042e-05,"not",5.37303996557714
"FNIP2","FNIP2",-1.05091606908379,5.30104046152621,4.24109554405663e-06,2.21422401248706e-05,"not",5.3725219435768
"TAF1","TAF1",1.14732137011103,5.54230056266945,4.24790005246772e-06,2.21710572913886e-05,"not",5.37182571018751
"PNPT1","PNPT1",1.03704257794268,5.17957696377322,4.26297102630164e-06,2.22429891317916e-05,"not",5.37028761906764
"MPPE1","MPPE1",-1.19605180428631,3.28754204828949,4.26639656082329e-06,2.22541332094939e-05,"not",5.36993877941333
"NT5C3B","NT5C3B",0.988272335179598,5.90114840058815,4.27487644479158e-06,2.22907249038061e-05,"not",5.36907643301082
"SRD5A3","SRD5A3",1.74885023155732,5.78422750855429,4.27599533072142e-06,2.22907249038061e-05,"not",5.36896277770157
"PSMD4","PSMD4",0.882074789655399,7.2346951895291,4.29149241872105e-06,2.23647543597196e-05,"not",5.36739165035577
"TUBA1B","TUBA1B",2.44730596458018,9.14732441471533,4.29794008043714e-06,2.23915930217219e-05,"up",5.36673964350183
"MARCKSL1","MARCKSL1",1.40937644255444,8.277043504522,4.30567927407773e-06,2.24251421292518e-05,"not",5.36595832348742
"IFT122","IFT122",-1.02150498210553,4.53235132796785,4.32215959932296e-06,2.25041834297881e-05,"not",5.36429920047325
"SRRM1","SRRM1",0.842164342176583,7.87770267899935,4.33685321420925e-06,2.25738769867815e-05,"not",5.3628252767993
"HMBS","HMBS",1.42458939693918,4.94027397191479,4.35545852020609e-06,2.26638832226044e-05,"not",5.36096611796673
"BRIX1","BRIX1",1.83323680199568,6.08680017940018,4.35690014825609e-06,2.26645499120165e-05,"not",5.36082239314166
"UPP1","UPP1",-2.15211092974942,3.62534914935137,4.39129233937851e-06,2.28365730307342e-05,"down",5.35740764985695
"LRP10","LRP10",-1.3232078997189,6.68752290654426,4.41738708077502e-06,2.29653552512121e-05,"not",5.35483454330917
"MPPED2","MPPED2",-3.26540128737151,2.66152886174259,4.42302569906318e-06,2.29877435052214e-05,"down",5.35428053724606
"LAS1L","LAS1L",0.993735853251418,5.76572522076699,4.42591756690158e-06,2.29958469186651e-05,"not",5.35399667910581
"ACP1","ACP1",1.01197319169964,6.58314517134552,4.48610320474653e-06,2.3301538470169e-05,"not",5.34813073950554
"IQCN","IQCN",-1.87349010453004,3.12599005456405,4.49653980355432e-06,2.33487193230002e-05,"not",5.34712155784098
"SRSF12","SRSF12",1.92270584450089,3.5654415274,4.51375712398328e-06,2.34310707504006e-05,"not",5.34546181312525
"THEM4","THEM4",-2.08345219273792,3.4419429017621,4.5670567360132e-06,2.37006207458369e-05,"down",5.34036359316979
"SH2D4A","SH2D4A",-2.86078866541243,2.30120029366314,4.57740664676572e-06,2.37471893234945e-05,"down",5.33938050408971
"DNAJC27","DNAJC27",-1.02830440738415,2.82684753477968,4.58316129674803e-06,2.37638578180404e-05,"not",5.33883485821344
"SCGB3A1","SCGB3A1",-2.15588131814569,-1.27775937678707,4.58337402598891e-06,2.37638578180404e-05,"down",5.33881470073142
"GTF2A1","GTF2A1",0.849148597435353,6.35969104574928,4.58507212335549e-06,2.37655210238807e-05,"not",5.33865382847183
"ZNF354A","ZNF354A",1.14970122493131,4.57339541517667,4.63166963298554e-06,2.39998376928425e-05,"not",5.33426242546546
"PPIA","PPIA",1.12078304744102,9.79843594132851,4.64778571290598e-06,2.40761160240746e-05,"not",5.33275390339049
"CAMKK2","CAMKK2",1.02414731601299,6.07895774875683,4.65199811441473e-06,2.40907045210763e-05,"not",5.33236046997528
"NSMCE4A","NSMCE4A",1.3140087103759,5.60247820068394,4.65495978377316e-06,2.40988092016219e-05,"not",5.33208406672578
"YEATS2","YEATS2",1.36823837232824,5.90510593965098,4.6769296351818e-06,2.42052851994787e-05,"not",5.33003916404107
"IL7","IL7",-2.31808219853141,-0.832408477101824,4.68478608842509e-06,2.42386758488081e-05,"down",5.32931023460278
"PTPRN","PTPRN",6.20394645149124,4.2196626670897,4.69356984702869e-06,2.42768428388729e-05,"up",5.32849671482733
"PLSCR1","PLSCR1",-1.90027939884316,5.22677265602983,4.69537636657679e-06,2.42789089617268e-05,"not",5.32832959032517
"EEF1G","EEF1G",2.63107178219996,3.78437014650282,4.70384925387295e-06,2.43154340549963e-05,"up",5.32754660471682
"DOCK9","DOCK9",-1.66768588969741,4.13521688998141,4.72440142036105e-06,2.44143595412788e-05,"not",5.32565320859427
"PIAS3","PIAS3",1.73557252369109,6.24205556666472,4.75171903388148e-06,2.45481772244386e-05,"not",5.32314924682365
"KIRREL2","KIRREL2",5.23452766428487,5.14554425620419,4.7591814720072e-06,2.45793703380677e-05,"up",5.32246773483378
"HMGA2","HMGA2",5.98968973837345,7.70765349206382,4.76256238023499e-06,2.45894715352947e-05,"up",5.32215932287235
"OXT","OXT",-3.02798347263542,-2.70210293684047,4.77459714657855e-06,2.46442338510957e-05,"down",5.32106326583912
"CBX2","CBX2",2.16603531093247,4.33864360288868,4.78990561547282e-06,2.47126643510174e-05,"up",5.31967304422285
"ZCCHC10","ZCCHC10",1.11665556265095,4.8229714101226,4.79129591418481e-06,2.47126643510174e-05,"not",5.3195470059465
"ASPDH","ASPDH",-2.68221409538975,-0.590742387389118,4.79215154555225e-06,2.47126643510174e-05,"down",5.31946945640413
"ECD","ECD",0.680647995809402,5.71006333362159,4.8510599584058e-06,2.50089750768724e-05,"not",5.31416335752321
"PLEKHO1","PLEKHO1",1.89754706051265,5.8869849793395,4.86009280646525e-06,2.5048058953273e-05,"not",5.31335543753793
"NDUFA5","NDUFA5",-1.04981862499486,6.28466429426155,4.86432091169378e-06,2.50623640881685e-05,"not",5.31297778127225
"GAA","GAA",-1.12335728071129,6.36679734256399,4.90767936940646e-06,2.52782111997339e-05,"not",5.30912381852982
"EXOSC8","EXOSC8",1.48383027127967,5.4118240415881,4.91432275648125e-06,2.53048759066201e-05,"not",5.30853632389263
"MLX","MLX",1.0778439163137,5.6321723296614,4.93335554190077e-06,2.53953012755065e-05,"not",5.30685758424972
"SAMD1","SAMD1",1.64936060336511,7.39262882625845,4.97910526415214e-06,2.56231617455846e-05,"not",5.30284869213041
"KIF7","KIF7",1.53755090983307,3.58880321419798,4.98388677521375e-06,2.56401211408209e-05,"not",5.30243183261262
"SLC13A3","SLC13A3",-2.59139704645151,3.86899398965682,5.02232433724394e-06,2.58301658536942e-05,"down",5.29909524436563
"JAK3","JAK3",1.77126413164524,4.92144508792316,5.10931300989313e-06,2.62697246679696e-05,"not",5.29163749048561
"ME3","ME3",-1.82150892046566,2.90603960991423,5.1308361850477e-06,2.6367981939574e-05,"not",5.28981185107557
"PLCB3","PLCB3",1.15308595455359,5.43462554694083,5.13147976546447e-06,2.6367981939574e-05,"not",5.28975737927303
"ESRRA","ESRRA",-1.49145530220666,4.05983674503918,5.16254696059821e-06,2.65197224784526e-05,"not",5.28713598480074
"PPIL6","PPIL6",-1.20401354195954,2.01537858525677,5.1668881604697e-06,2.65341235740788e-05,"not",5.28677093884461
"CD93","CD93",-1.24671094755665,5.50853843857261,5.2097915840215e-06,2.67464902654838e-05,"not",5.28317965015918
"CYP8B1","CYP8B1",-4.14504113476938,0.926794859006766,5.21541743147014e-06,2.67674086198742e-05,"down",5.28271092579375
"PSMA3","PSMA3",1.30792972381959,7.10227630076936,5.21776488810605e-06,2.67714936497978e-05,"not",5.282515494055
"PDCD2L","PDCD2L",1.54702179250311,3.3201431376799,5.25166073383234e-06,2.69373977295711e-05,"not",5.27970333783459
"UBQLN2","UBQLN2",0.877900458481784,6.76227942734324,5.25812589276846e-06,2.69625445110609e-05,"not",5.27916902000217
"EPYC","EPYC",10.0697069040424,6.6560133830801,5.27325742990143e-06,2.70321024815654e-05,"up",5.27792102676133
"CCDC167","CCDC167",1.63465255698091,4.7243204179622,5.29065962529992e-06,2.71132556681171e-05,"not",5.27649017791399
"SMAGP","SMAGP",-1.77342457160535,2.93159814720603,5.3146601022661e-06,2.72281651023164e-05,"not",5.27452450544558
"CSNK1E","CSNK1E",1.53216084638928,7.60568399450789,5.32265754269455e-06,2.72610436032041e-05,"not",5.27387147523293
"IL15","IL15",-1.8620366806839,1.06785602195062,5.33393364764695e-06,2.73106899377294e-05,"not",5.27295239109084
"PPIP5K1","PPIP5K1",-1.03258132792469,2.66193579516557,5.35823288024602e-06,2.7426967768806e-05,"not",5.27097841495179
"APOLD1","APOLD1",-1.23482894942819,4.77236287989761,5.37267109508252e-06,2.74927164133004e-05,"not",5.26980974531682
"CACNA1F","CACNA1F",-2.05306806840619,-1.95856392526237,5.41797942595943e-06,2.77163459813015e-05,"down",5.26616264847399
"H2AC4","H2AC4",3.77355393101547,-2.05798690313841,5.43459282773128e-06,2.77930940256382e-05,"up",5.26483298870624
"TCF19","TCF19",1.33157919983904,4.54114271387434,5.43913669019658e-06,2.78080899523976e-05,"not",5.26447002685275
"DYNLL1","DYNLL1",1.29519365797292,8.77282561341162,5.47713631252999e-06,2.79940720002088e-05,"not",5.26144645040901
"SLC22A3","SLC22A3",-2.98263520131208,0.895805023320353,5.4904749427877e-06,2.80539369670719e-05,"down",5.26039008613089
"COPG2","COPG2",2.45432804878154,5.8647140896785,5.50597015955725e-06,2.81247824461694e-05,"up",5.25916614666131
"PSMD13","PSMD13",0.974766237236454,6.9101417202487,5.51210237854655e-06,2.81477734660612e-05,"not",5.25868272469533
"PTPRN2","PTPRN2",-2.38835704318152,2.53190159730614,5.54489608227698e-06,2.83068585502039e-05,"down",5.2561065886161
"C21orf58","C21orf58",1.57178964456557,3.27564032590693,5.56272111716432e-06,2.83894566331471e-05,"not",5.25471271254032
"ARNTL","ARNTL",-1.6712005977628,2.23339496387719,5.56541841577949e-06,2.83948239988986e-05,"not",5.25450217924784
"NUP98","NUP98",1.01942059907828,6.84290342555002,5.57054023605593e-06,2.84125544703355e-05,"not",5.25410268451016
"DOK4","DOK4",-1.25464362205635,4.42569146396964,5.58568012325263e-06,2.84813565386301e-05,"not",5.25292393878969
"DTYMK","DTYMK",1.43485567280836,5.55621796353247,5.60752327027699e-06,2.85842877484873e-05,"not",5.25122891549231
"H2BC4","H2BC4",2.92094314527003,3.07471783675126,5.62068037123593e-06,2.86428942131353e-05,"up",5.25021111083859
"OR2B6","OR2B6",3.97848856333299,0.107819859605935,5.63650933707385e-06,2.8715077830295e-05,"up",5.24898976923799
"GNB1","GNB1",0.708221053504556,8.71703379877166,5.65154698244082e-06,2.87831886605716e-05,"not",5.24783265767118
"RANBP17","RANBP17",1.48714895675946,3.13932779259555,5.68194745825784e-06,2.89294787229976e-05,"not",5.24550278657475
"TNXB","TNXB",-2.32311014985033,3.24392732360298,5.69498858188007e-06,2.89873238880061e-05,"down",5.24450714231911
"HOXC8","HOXC8",2.74569762718271,5.6404071539541,5.71053718101134e-06,2.90578941487322e-05,"up",5.2433230364519
"SHANK3","SHANK3",-1.27519171620796,5.12861107796315,5.72730003473975e-06,2.91345996755408e-05,"not",5.24205006500633
"LSM2","LSM2",1.39376778520095,6.31433400853678,5.73408356499453e-06,2.91605104373654e-05,"not",5.2415359822037
"DHX37","DHX37",1.49590240986922,4.96294308190424,5.7527982733886e-06,2.9247063702805e-05,"not",5.24012085460134
"PPP2CA","PPP2CA",0.68002139908793,7.63572527611061,5.75758149799274e-06,2.92566951942784e-05,"not",5.23975990592508
"MUC19","MUC19",-2.46025524109187,-2.7948602010645,5.75808385278293e-06,2.92566951942784e-05,"down",5.23972201494669
"EIF2AK1","EIF2AK1",0.701487697108223,7.80251239379945,5.77145908671702e-06,2.93160219432741e-05,"not",5.23871437866344
"SUV39H1","SUV39H1",1.3104677927971,3.56260349675765,5.79433061643321e-06,2.94235358406577e-05,"not",5.23699672818712
"PRPF38A","PRPF38A",0.752581100712498,6.05755739322012,5.79850065577006e-06,2.94360484893535e-05,"not",5.23668428938612
"ACAT2","ACAT2",1.58512584573406,4.9348876751999,5.88617179517133e-06,2.98723218604945e-05,"not",5.23016706663224
"CDK5R2","CDK5R2",6.81145873924451,3.57113063652521,5.88878134633171e-06,2.98767780449732e-05,"up",5.22997457097232
"COX7A1","COX7A1",-2.35152247580493,2.92743161005082,5.94894022345229e-06,3.01704022303994e-05,"down",5.2255603949606
"MBNL2","MBNL2",-1.81907274600279,5.49366763895919,5.95140291041785e-06,3.01704022303994e-05,"not",5.22538064697132
"HAUS3","HAUS3",0.834655955302085,4.06203877393256,5.95290073634662e-06,3.01704022303994e-05,"not",5.22527135917785
"EFCAB6","EFCAB6",-1.60420048361168,0.92039134349551,5.95364935349233e-06,3.01704022303994e-05,"not",5.22521674717128
"FAM221B","FAM221B",-2.42604927193462,-3.11445378595226,5.96292002301818e-06,3.02085099815557e-05,"down",5.22454101554019
"DRG1","DRG1",1.08511163995759,6.40692783378907,5.96959290507542e-06,3.02334386783318e-05,"not",5.22405528446654
"RRP15","RRP15",0.93200454373156,5.02003830859957,5.98945682945544e-06,3.03251401385721e-05,"not",5.22261256102744
"SEC63","SEC63",1.29763750146928,7.31120934723429,5.99918081932729e-06,3.03654634900242e-05,"not",5.22190804793876
"LRCH1","LRCH1",-1.79262874259391,3.63050458535041,6.03647274438215e-06,3.05380299416098e-05,"not",5.21921675593473
"CPT1A","CPT1A",-1.0656563380432,6.40152515251754,6.03780317284004e-06,3.05380299416098e-05,"not",5.21912104870655
"SPPL2B","SPPL2B",-0.809937444566277,5.33601607392401,6.03858349236584e-06,3.05380299416098e-05,"not",5.21906492455716
"TTC21A","TTC21A",-1.48541015065289,1.50442671421686,6.04122816807199e-06,3.05424529856672e-05,"not",5.21887476131352
"MSN","MSN",-0.931406093286305,8.42993201687751,6.05260325916266e-06,3.05909986048189e-05,"not",5.21805779263352
"HILPDA","HILPDA",2.36378507932511,4.69647166041119,6.06337521314905e-06,3.06364683170972e-05,"up",5.21728555596788
"HDGFL3","HDGFL3",1.15491995342452,6.5717859445867,6.07165081941732e-06,3.06693017825075e-05,"not",5.21669321266606
"PON3","PON3",-2.64598140823622,-1.32611751112706,6.11284173710531e-06,3.08683301649845e-05,"down",5.21375684804984
"VIPAS39","VIPAS39",0.759271205185877,5.17548708096116,6.14396167437389e-06,3.10151880859999e-05,"not",5.21155150206832
"AR","AR",-2.71461911833323,2.15464892034715,6.14551886792429e-06,3.10151880859999e-05,"down",5.21144144362158
